sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number
523,4th Quarter,4,89,40,22,FALSE,4:15,17,92,Jump Shot,62,Riquna Williams misses 27-foot three point jumper,0,1049,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,4,15,2,2,2,351
527,4th Quarter,4,89,17,4,FALSE,3:52,17,92,Jump Shot,62,Dearica Hamby misses 9-foot jumper,0,2566106,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,3,52,2,2,2,354
531,4th Quarter,4,89,-214748340,-214748365,TRUE,3:30,6,98,Free Throw - 1 of 2,63,Nia Coffey makes free throw 1 of 2,1,3054590,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,3,30,2,2,2,357
532,4th Quarter,4,89,-214748340,-214748365,FALSE,3:30,6,99,Free Throw - 2 of 2,63,Nia Coffey misses free throw 2 of 2,0,3054590,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,3,30,2,2,2,358
539,4th Quarter,4,89,30,1,FALSE,3:05,6,95,Layup Shot,63,Jisu Park blocks Chiney Ogwumike 's 5-foot layup,0,2529950,4834791,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,3,05,2,2,2,363
543,4th Quarter,4,89,-214748340,-214748365,FALSE,3:05,6,97,Free Throw - 1 of 1,63,Chiney Ogwumike misses free throw 1 of 1,0,2529950,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,3,05,2,2,2,366
549,4th Quarter,4,89,32,0,TRUE,3:05,6,95,Layup Shot,65,Chiney Ogwumike makes layup,2,2529950,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,3,05,2,2,2,367
545,4th Quarter,4,89,16,16,FALSE,2:47,17,92,Jump Shot,63,Jisu Park misses 18-foot jumper,0,4834791,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,2,47,2,2,2,369
547,4th Quarter,4,89,21,4,TRUE,2:39,6,92,Jump Shot,65,Arella Guirantes makes 6-foot jumper,2,4068178,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,2,39,2,2,2,371
554,4th Quarter,4,90,-214748340,-214748365,TRUE,2:21,17,98,Free Throw - 1 of 2,67,Riquna Williams makes free throw 1 of 2,1,1049,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,2,21,2,2,2,374
555,4th Quarter,4,91,-214748340,-214748365,TRUE,2:21,17,99,Free Throw - 2 of 2,67,Riquna Williams makes free throw 2 of 2,1,1049,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,2,21,2,2,2,375
587,4th Quarter,4,91,46,12,FALSE,1:57,6,92,Jump Shot,67,Te'a Cooper misses 24-foot three point jumper,0,3907789,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,57,2,2,2,376
559,4th Quarter,4,91,10,20,FALSE,1:43,17,92,Jump Shot,67,Emma Cannon misses 25-foot three point jumper,0,2284331,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,43,2,2,2,378
563,4th Quarter,4,92,-214748340,-214748365,TRUE,1:42,17,98,Free Throw - 1 of 2,67,Dearica Hamby makes free throw 1 of 2,1,2566106,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,42,2,2,2,381
564,4th Quarter,4,93,-214748340,-214748365,TRUE,1:42,17,99,Free Throw - 2 of 2,67,Dearica Hamby makes free throw 2 of 2,1,2566106,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,42,2,2,2,382
565,4th Quarter,4,93,39,22,FALSE,1:25,6,92,Jump Shot,67,Bria Holmes misses 26-foot three point jumper,0,2999140,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,25,2,2,2,383
567,4th Quarter,4,95,22,2,TRUE,1:17,17,95,Layup Shot,67,Jisu Park makes layup (Dearica Hamby assists),2,4834791,2566106,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,17,2,2,2,385
572,4th Quarter,4,95,-214748340,-214748365,TRUE,1:03,6,98,Free Throw - 1 of 2,68,Arella Guirantes makes free throw 1 of 2,1,4068178,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,03,2,2,2,387
573,4th Quarter,4,95,-214748340,-214748365,TRUE,1:03,6,99,Free Throw - 2 of 2,69,Arella Guirantes makes free throw 2 of 2,1,4068178,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,1,03,2,2,2,388
575,4th Quarter,4,95,28,0,FALSE,38.8,6,95,Layup Shot,69,Bria Holmes misses layup,0,2999140,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,0,38.8,2,2,2,390
578,4th Quarter,4,95,26,8,FALSE,13.7,6,92,Jump Shot,69,Riquna Williams blocks Arella Guirantes 's 8-foot jumper,0,4068178,1049,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,0,13.7,2,2,2,393
584,4th Quarter,4,96,-214748340,-214748365,TRUE,13.7,17,104,Free Throw - Flagrant 1 of 2,69,Emma Cannon makes free throw flagrant 1 of 2,1,2284331,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,0,13.7,2,2,2,396
585,4th Quarter,4,97,-214748340,-214748365,TRUE,13.7,17,105,Free Throw - Flagrant 2 of 2,69,Emma Cannon makes free throw flagrant 2 of 2,1,2284331,NA,401320582,6,Los Angeles,Sparks,LA,Los Angeles,17,Las Vegas,Aces,LV,Las Vegas,0,13.7,2,2,2,397
7,1st Quarter,1,0,15,5,TRUE,9:47,14,121,Fade Away Jump Shot,2,Breanna Stewart makes 11-foot two point shot (Sue Bird assists),2,2998928,91,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,47,1,1,1,2
9,1st Quarter,1,2,19,7,TRUE,9:31,3,120,Turnaround Hook Shot,2,Charli Collier makes 9-foot two point shot (Marina Mabrey assists),2,4398988,3904576,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,31,1,1,1,3
11,1st Quarter,1,2,14,6,TRUE,9:20,14,92,Jump Shot,4,Candice Dupree makes 13-foot jumper (Jewell Loyd assists),2,689,2987869,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,20,1,1,1,4
13,1st Quarter,1,2,36,0,FALSE,9:05,3,92,Jump Shot,4,Stephanie Talbot blocks Kayla Thornton's jumper,0,2529622,3099736,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,05,1,1,1,5
16,1st Quarter,1,2,36,24,FALSE,8:57,3,92,Jump Shot,4,Arike Ogunbowale misses 26-foot three point jumper,0,3904577,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,57,1,1,1,7
18,1st Quarter,1,2,15,3,FALSE,8:43,14,92,Jump Shot,4,Breanna Stewart misses 10-foot jumper,0,2998928,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,43,1,1,1,9
20,1st Quarter,1,2,25,25,FALSE,8:38,14,92,Jump Shot,4,Jewell Loyd misses three point jumper,0,2987869,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,38,1,1,1,11
22,1st Quarter,1,2,37,17,FALSE,8:23,3,131,Pullup Jump Shot,4,Moriah Jefferson misses 20-foot pullup jump shot,0,2998927,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,23,1,1,1,13
24,1st Quarter,1,2,8,16,TRUE,8:05,14,92,Jump Shot,7,Jewell Loyd makes 23-foot three point jumper (Sue Bird assists),3,2987869,91,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,05,1,1,1,15
146,1st Quarter,1,2,27,2,FALSE,7:29,14,95,Layup Shot,7,Marina Mabrey blocks Candice Dupree 's 3-foot layup,0,689,3904576,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,7,29,1,1,1,17
27,1st Quarter,1,2,5,2,TRUE,7:20,14,92,Jump Shot,9,Stephanie Talbot makes 20-foot jumper (Jewell Loyd assists),2,3099736,2987869,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,7,20,1,1,1,20
29,1st Quarter,1,5,7,16,TRUE,7:08,3,92,Jump Shot,9,Marina Mabrey makes 25-foot three point jumper (Charli Collier assists),3,3904576,4398988,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,7,08,1,1,1,21
31,1st Quarter,1,5,20,16,FALSE,6:56,14,131,Pullup Jump Shot,9,Jewell Loyd misses 16-foot pullup jump shot,0,2987869,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,56,1,1,1,22
33,1st Quarter,1,5,11,10,FALSE,6:47,3,131,Pullup Jump Shot,9,Kayla Thornton misses 17-foot pullup jump shot,0,2529622,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,47,1,1,1,24
35,1st Quarter,1,5,48,0,TRUE,6:39,14,92,Jump Shot,12,Stephanie Talbot makes three point jumper (Breanna Stewart assists),3,3099736,2998928,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,39,1,1,1,26
40,1st Quarter,1,5,20,26,FALSE,6:18,3,92,Jump Shot,12,Breanna Stewart blocks Marina Mabrey 's 26-foot three point jumper,0,3904576,2998928,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,18,1,1,1,29
45,1st Quarter,1,6,-214748340,-214748365,TRUE,6:15,3,98,Free Throw - 1 of 2,12,Isabelle Harrison makes free throw 1 of 2,1,2566453,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,15,1,1,1,32
46,1st Quarter,1,7,-214748340,-214748365,TRUE,6:15,3,99,Free Throw - 2 of 2,12,Isabelle Harrison makes free throw 2 of 2,1,2566453,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,15,1,1,1,33
47,1st Quarter,1,7,21,13,TRUE,5:56,14,137,Turnaround Fade Away Jump Shot,14,Candice Dupree makes 13-foot two point shot,2,689,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,56,1,1,1,34
49,1st Quarter,1,7,43,15,FALSE,5:38,3,92,Jump Shot,14,Moriah Jefferson misses 24-foot three point jumper,0,2998927,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,38,1,1,1,35
51,1st Quarter,1,9,24,2,TRUE,5:26,3,110,Driving Layup Shot,14,Marina Mabrey makes driving layup,2,3904576,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,26,1,1,1,37
52,1st Quarter,1,9,21,1,FALSE,5:12,14,95,Layup Shot,14,Moriah Jefferson blocks Sue Bird 's 4-foot layup,0,91,2998927,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,12,1,1,1,38
59,1st Quarter,1,11,28,19,TRUE,5:01,3,131,Pullup Jump Shot,14,Arike Ogunbowale makes 19-foot pullup jump shot (Kayla Thornton assists),2,3904577,2529622,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,01,1,1,1,42
61,1st Quarter,1,11,23,0,FALSE,4:35,14,134,Driving Jump Shot Bank,14,Breanna Stewart misses two point shot,0,2998928,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,35,1,1,1,43
63,1st Quarter,1,11,25,4,FALSE,4:32,14,125,Layup Shot Putback,14,Breanna Stewart misses two point shot,0,2998928,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,32,1,1,1,45
65,1st Quarter,1,11,10,22,FALSE,4:23,3,92,Jump Shot,14,Stephanie Talbot blocks Marina Mabrey 's 27-foot three point jumper,0,3904576,3099736,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,23,1,1,1,47
68,1st Quarter,1,11,36,16,FALSE,4:18,3,92,Jump Shot,14,Isabelle Harrison misses 19-foot jumper,0,2566453,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,18,1,1,1,49
72,1st Quarter,1,11,-214748340,-214748365,TRUE,4:10,14,98,Free Throw - 1 of 2,15,Sue Bird makes free throw 1 of 2,1,91,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,10,1,1,1,52
75,1st Quarter,1,11,-214748340,-214748365,TRUE,4:10,14,99,Free Throw - 2 of 2,16,Sue Bird makes free throw 2 of 2,1,91,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,10,1,1,1,54
76,1st Quarter,1,13,11,3,TRUE,4:00,3,132,Step Back Jump Shot,16,Arike Ogunbowale makes 15-foot step back jumpshot (Isabelle Harrison assists),2,3904577,2566453,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,00,1,1,1,55
77,1st Quarter,1,13,23,1,FALSE,3:43,14,110,Driving Layup Shot,16,Isabelle Harrison blocks Breanna Stewart 's 2-foot driving layup,0,2998928,2566453,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,43,1,1,1,56
84,1st Quarter,1,13,44,13,FALSE,3:40,14,92,Jump Shot,16,Jewell Loyd misses 23-foot three point jumper,0,2987869,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,40,1,1,1,60
86,1st Quarter,1,13,14,22,TRUE,3:34,14,92,Jump Shot,19,Breanna Stewart makes 24-foot three point jumper (Mercedes Russell assists),3,2998928,3056672,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,34,1,1,1,62
88,1st Quarter,1,13,30,4,FALSE,3:15,3,95,Layup Shot,19,Breanna Stewart blocks Charli Collier 's 6-foot layup,0,4398988,2998928,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,15,1,1,1,63
98,1st Quarter,1,13,23,0,TRUE,3:09,14,129,Running Finger Roll Layup,21,Jordin Canada makes two point shot,2,3142250,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,09,1,1,1,67
99,1st Quarter,1,13,26,19,FALSE,2:54,3,131,Pullup Jump Shot,21,Breanna Stewart blocks Arike Ogunbowale 's 19-foot pullup jump shot,0,3904577,2998928,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,2,54,1,1,1,68
104,1st Quarter,1,13,-214748340,-214748365,FALSE,2:41,14,98,Free Throw - 1 of 2,21,Mercedes Russell misses free throw 1 of 2,0,3056672,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,2,41,1,1,1,71
108,1st Quarter,1,13,-214748340,-214748365,TRUE,2:41,14,99,Free Throw - 2 of 2,22,Mercedes Russell makes free throw 2 of 2,1,3056672,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,2,41,1,1,1,74
109,1st Quarter,1,15,26,1,TRUE,2:24,3,110,Driving Layup Shot,22,Isabelle Harrison makes driving layup,2,2566453,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,2,24,1,1,1,75
112,1st Quarter,1,17,26,1,TRUE,2:07,3,110,Driving Layup Shot,22,Arike Ogunbowale makes driving layup (Marina Mabrey assists),2,3904577,3904576,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,2,07,1,1,1,77
116,1st Quarter,1,18,-214748340,-214748365,TRUE,2:07,3,97,Free Throw - 1 of 1,22,Arike Ogunbowale makes free throw 1 of 1,1,3904577,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,2,07,1,1,1,79
117,1st Quarter,1,18,36,8,TRUE,1:59,14,92,Jump Shot,24,Breanna Stewart makes 13-foot jumper,2,2998928,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,1,59,1,1,1,80
122,1st Quarter,1,18,-214748340,-214748365,TRUE,1:59,14,97,Free Throw - 1 of 1,25,Breanna Stewart makes free throw 1 of 1,1,2998928,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,1,59,1,1,1,83
123,1st Quarter,1,18,18,10,FALSE,1:41,3,137,Turnaround Fade Away Jump Shot,25,Isabelle Harrison misses 12-foot two point shot,0,2566453,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,1,41,1,1,1,84
125,1st Quarter,1,18,34,23,FALSE,1:32,14,92,Jump Shot,25,Jewell Loyd misses 25-foot three point jumper,0,2987869,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,1,32,1,1,1,86
127,1st Quarter,1,18,34,23,FALSE,1:22,3,131,Pullup Jump Shot,25,Marina Mabrey misses 24-foot three point pullup jump shot,0,3904576,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,1,22,1,1,1,88
134,1st Quarter,1,18,27,1,FALSE,44.2,14,95,Layup Shot,25,Jordin Canada misses layup,0,3142250,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,0,44.2,1,1,1,93
137,1st Quarter,1,21,48,3,TRUE,35.2,3,92,Jump Shot,25,Marina Mabrey makes 23-foot three point jumper (Arike Ogunbowale assists),3,3904576,3904577,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,0,35.2,1,1,1,95
141,1st Quarter,1,21,-214748340,-214748365,TRUE,21.3,14,98,Free Throw - 1 of 2,26,Epiphanny Prince makes free throw 1 of 2,1,882,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,0,21.3,1,1,1,97
142,1st Quarter,1,21,-214748340,-214748365,TRUE,21.3,14,99,Free Throw - 2 of 2,27,Epiphanny Prince makes free throw 2 of 2,1,882,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,0,21.3,1,1,1,98
143,1st Quarter,1,23,24,2,TRUE,1.2,3,141,Cutting Layup Shot,27,Bella Alarie makes 2-foot layup (Arike Ogunbowale assists),2,4068600,3904577,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,0,1.2,1,1,1,99
156,2nd Quarter,2,23,22,10,FALSE,9:40,3,92,Jump Shot,27,Arike Ogunbowale misses 10-foot jumper,0,3904577,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,40,1,1,1,103
158,2nd Quarter,2,23,2,1,TRUE,9:31,14,92,Jump Shot,30,Kennedy Burke makes 23-foot three point jumper (Jordin Canada assists),3,3922628,3142250,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,31,1,1,1,105
160,2nd Quarter,2,25,24,17,TRUE,9:17,3,131,Pullup Jump Shot,30,Marina Mabrey makes 17-foot pullup jump shot,2,3904576,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,17,1,1,1,106
161,2nd Quarter,2,25,3,4,FALSE,9:01,14,92,Jump Shot,30,Kennedy Burke misses 22-foot three point jumper,0,3922628,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,9,01,1,1,1,107
163,2nd Quarter,2,28,7,17,TRUE,8:54,3,92,Jump Shot,30,Marina Mabrey makes 25-foot three point jumper (Arike Ogunbowale assists),3,3904576,3904577,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,54,1,1,1,109
165,2nd Quarter,2,28,32,12,TRUE,8:25,14,92,Jump Shot,32,Jordin Canada makes 14-foot jumper,2,3142250,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,25,1,1,1,110
173,2nd Quarter,2,28,29,4,TRUE,8:05,14,93,Hook Shot,34,Breanna Stewart makes 5-foot hook shot (Kennedy Burke assists),2,2998928,3922628,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,8,05,1,1,1,115
175,2nd Quarter,2,30,11,15,TRUE,7:40,3,92,Jump Shot,34,Isabelle Harrison makes 20-foot jumper (Dana Evans assists),2,2566453,4281190,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,7,40,1,1,1,116
182,2nd Quarter,2,30,23,10,FALSE,6:56,3,92,Jump Shot,34,Isabelle Harrison misses 10-foot jumper,0,2566453,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,56,1,1,1,120
184,2nd Quarter,2,30,48,5,FALSE,6:43,3,92,Jump Shot,34,Kayla Thornton misses 23-foot three point jumper,0,2529622,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,43,1,1,1,124
186,2nd Quarter,2,30,37,21,FALSE,6:32,14,92,Jump Shot,34,Breanna Stewart misses 24-foot three point jumper,0,2998928,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,32,1,1,1,126
188,2nd Quarter,2,30,24,1,TRUE,6:19,14,95,Layup Shot,36,Breanna Stewart makes layup (Ezi Magbegor assists),2,2998928,4420318,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,6,19,1,1,1,128
190,2nd Quarter,2,32,25,1,TRUE,5:59,3,120,Turnaround Hook Shot,36,Kristine Anigwe makes two point shot (Isabelle Harrison assists),2,3913868,2566453,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,59,1,1,1,129
192,2nd Quarter,2,32,6,14,FALSE,5:39,14,92,Jump Shot,36,Kennedy Burke misses 23-foot three point jumper,0,3922628,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,39,1,1,1,130
194,2nd Quarter,2,35,2,7,TRUE,5:28,3,92,Jump Shot,36,Dana Evans makes 24-foot three point jumper (Moriah Jefferson assists),3,4281190,2998927,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,28,1,1,1,132
196,2nd Quarter,2,35,35,0,FALSE,5:14,14,92,Jump Shot,36,Jewell Loyd misses jumper,0,2987869,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,14,1,1,1,133
200,2nd Quarter,2,35,33,12,TRUE,5:02,14,131,Pullup Jump Shot,38,Jewell Loyd makes 14-foot pullup jump shot (Jordin Canada assists),2,2987869,3142250,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,5,02,1,1,1,136
204,2nd Quarter,2,35,27,1,TRUE,4:48,14,109,Running Layup Shot,40,Breanna Stewart makes two point shot (Jordin Canada assists),2,2998928,3142250,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,48,1,1,1,138
220,2nd Quarter,2,36,-214748340,-214748365,TRUE,4:28,3,98,Free Throw - 1 of 2,40,Dana Evans makes free throw 1 of 2,1,4281190,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,28,1,1,1,146
221,2nd Quarter,2,37,-214748340,-214748365,TRUE,4:28,3,99,Free Throw - 2 of 2,40,Dana Evans makes free throw 2 of 2,1,4281190,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,28,1,1,1,147
225,2nd Quarter,2,38,-214748340,-214748365,TRUE,4:04,3,98,Free Throw - 1 of 2,40,Kayla Thornton makes free throw 1 of 2,1,2529622,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,04,1,1,1,150
226,2nd Quarter,2,39,-214748340,-214748365,TRUE,4:04,3,99,Free Throw - 2 of 2,40,Kayla Thornton makes free throw 2 of 2,1,2529622,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,4,04,1,1,1,151
227,2nd Quarter,2,39,3,7,FALSE,3:53,14,92,Jump Shot,40,Stephanie Talbot misses 23-foot three point jumper,0,3099736,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,53,1,1,1,152
231,2nd Quarter,2,39,-214748340,-214748365,FALSE,3:46,3,98,Free Throw - 1 of 2,40,Arike Ogunbowale misses free throw 1 of 2,0,3904577,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,46,1,1,1,155
233,2nd Quarter,2,40,-214748340,-214748365,TRUE,3:46,3,99,Free Throw - 2 of 2,40,Arike Ogunbowale makes free throw 2 of 2,1,3904577,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,46,1,1,1,157
234,2nd Quarter,2,40,23,1,FALSE,3:31,14,141,Cutting Layup Shot,40,Candice Dupree misses layup,0,689,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,31,1,1,1,158
236,2nd Quarter,2,40,13,20,FALSE,3:27,14,92,Jump Shot,40,Sue Bird misses 23-foot three point jumper,0,91,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,27,1,1,1,160
238,2nd Quarter,2,40,20,23,TRUE,3:22,14,92,Jump Shot,43,Jewell Loyd makes 24-foot three point jumper,3,2987869,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,22,1,1,1,162
239,2nd Quarter,2,40,30,17,FALSE,3:04,3,132,Step Back Jump Shot,43,Dana Evans misses 17-foot step back jumpshot,0,4281190,NA,401320583,14,Seattle,Storm,SEA,Seattle,3,Dallas,Wings,DAL,Dallas,3,04,1,1,1,163
